date,time,Temperature(c),relative_humidity_2m (%),dew_point(2m),precipitation (mm),pressure_msl (hPa),surface_pressure (hPa),wind_speed_10m (km/h)
18-04-2024,19:00,25.1,53,14.8,0,1007.7,931,4.6
18-04-2024,20:00,24.7,55,15,0,1007.2,930.5,4.3
18-04-2024,21:00,24.2,57,15.2,0,1006.7,929.9,5.1
18-04-2024,22:00,24.2,54,14.3,0,1006.5,929.7,6.7
18-04-2024,23:00,25.6,41,11.4,0,1005.8,929.4,8.2
19-04-2024,00:00,27.8,32,9.6,0,1005.9,930,10.3
19-04-2024,01:00,28,31,9.3,0,1006.3,930.5,11.2
19-04-2024,02:00,29.1,33,11.2,0,1007.4,931.7,10.2
19-04-2024,03:00,31.7,30,12,0,1007.6,932.5,11
19-04-2024,04:00,34.7,23,10.6,0,1007.3,933,14.2
19-04-2024,05:00,36.8,19,9.4,0,1006.7,932.9,14.1
19-04-2024,06:00,37.8,17,8.6,0,1006.5,932.9,13
19-04-2024,07:00,38.3,16,8.1,0,1005.7,932.3,10.5
19-04-2024,08:00,38.8,15,7.6,0,1004.7,931.5,11
19-04-2024,09:00,39,14,6.7,0,1003.6,930.5,12.2
19-04-2024,10:00,38.7,15,7.5,0,1002.9,929.8,13.2
19-04-2024,11:00,38.1,16,7.9,0,1002.4,929.2,12.5
19-04-2024,12:00,38,17,8.8,0,1001.8,928.6,7.7
19-04-2024,13:00,35.7,22,10.7,0,1002.6,928.8,5.1
19-04-2024,14:00,33.6,27,12.1,0,1004,929.7,4.9
19-04-2024,15:00,32.4,30,12.6,0,1005,930.3,4.7
19-04-2024,16:00,32,31,12.8,0,1005.5,930.7,3.3
19-04-2024,17:00,31.3,34,13.6,0,1005.4,930.4,3.3
19-04-2024,18:00,30.3,38,14.4,0,1006,930.7,3.8
19-04-2024,19:00,29.7,38,13.9,0,1005.6,930.2,4.7
19-04-2024,20:00,29.2,39,13.9,0,1005.6,930.1,4.6
19-04-2024,21:00,28.6,42,14.5,0,1005.1,929.5,4.3
19-04-2024,22:00,28.4,41,13.9,0,1005,929.3,5.1
19-04-2024,23:00,28.4,41,13.9,0,1005,929.4,4.7
20-04-2024,00:00,27.8,45,14.8,0,1005.5,929.7,4.6
20-04-2024,01:00,27.4,47,15.1,0,1006.3,930.3,5.9
20-04-2024,02:00,28.9,44,15.5,0,1007.4,931.7,6.3
20-04-2024,03:00,30.6,41,15.9,0,1008,932.7,9.5
20-04-2024,04:00,32.6,32,13.8,0,1007.9,933,14.5
20-04-2024,05:00,34.4,27,12.7,0,1007.7,933.3,17.6
20-04-2024,06:00,36,26,13.5,0,1006.5,932.5,10.3
20-04-2024,07:00,37,24,13.1,0,1005.7,932,9
20-04-2024,08:00,37.4,23,12.8,0,1005,931.4,7.6
20-04-2024,09:00,37.9,21,11.8,0,1003.6,930.3,8.4
20-04-2024,10:00,38,21,11.9,0,1002.8,929.5,9.6
20-04-2024,11:00,37.5,20,10.7,0,1002.2,928.9,9.7
20-04-2024,12:00,36.9,22,11.7,0,1002.7,929.2,7.9
20-04-2024,13:00,34.8,27,13,0,1003.9,929.8,5.2
20-04-2024,14:00,32.6,33,14.2,0,1005.3,930.6,5.4
20-04-2024,15:00,31.3,36,14.5,0,1006.2,931.1,5.8
20-04-2024,16:00,30.6,38,14.7,0,1006.6,931.3,4.8
20-04-2024,17:00,29.8,43,15.9,0,1006.7,931.3,2.9
20-04-2024,18:00,29,48,16.9,0,1007.1,931.4,2.6
20-04-2024,19:00,27.7,52,16.9,0,1006.8,930.8,3.3
20-04-2024,20:00,27.1,55,17.3,0,1006.7,930.6,3.1
20-04-2024,21:00,26.7,56,17.2,0,1006.1,929.9,3.7
20-04-2024,22:00,26.3,58,17.4,0,1006.1,929.9,3.3
20-04-2024,23:00,26.3,56,16.8,0,1006.5,930.2,3.8
21-04-2024,00:00,26.9,44,13.6,0,1007.1,930.9,4.4
21-04-2024,01:00,26.7,42,12.8,0,1007.9,931.6,4.9
21-04-2024,02:00,27.7,39,12.5,0,1008.2,932.1,5.7
21-04-2024,03:00,30.1,30,10.7,0,1008.9,933.4,9.7
21-04-2024,04:00,32.9,19,6.3,0,1008.7,933.8,13.8
21-04-2024,05:00,34.7,17,6.1,0,1008.3,933.9,13.7
21-04-2024,06:00,36.3,18,8.2,0,1007.5,933.5,10
21-04-2024,07:00,37.5,17,8.3,0,1006.6,932.9,9.9
21-04-2024,08:00,38,17,8.7,0,1005.9,932.4,8.9
21-04-2024,09:00,37.5,18,9.2,0,1004.7,931.2,6.5
21-04-2024,10:00,37.7,18,9.4,0,1004,930.6,4
21-04-2024,11:00,37.4,18,9.1,0,1003.8,930.3,7.6
21-04-2024,12:00,36,20,9.5,0,1004.2,930.4,7.7
21-04-2024,13:00,33.7,24,10.4,0,1005.6,931.2,7.8
21-04-2024,14:00,32.1,27,10.7,0,1006.6,931.7,6.7
21-04-2024,15:00,30.9,32,12.3,0,1007.5,932.2,5.4
21-04-2024,16:00,29.6,37,13.4,0,1008,932.4,3.8
21-04-2024,17:00,28.8,42,14.6,0,1008.3,932.5,3.2
21-04-2024,18:00,28.3,52,17.5,0.2,1008.1,932.2,2.2
21-04-2024,19:00,28.2,43,14.4,0,1008.3,932.3,3.9
21-04-2024,20:00,26.8,47,14.5,0.2,1008.1,931.8,6
21-04-2024,21:00,26.5,48,14.6,0,1007.3,931,6.6
21-04-2024,22:00,26.2,49,14.6,0,1007.8,931.4,5.9
21-04-2024,23:00,25.8,52,15.2,0.1,1007.7,931.2,7.1
22-04-2024,00:00,24.6,62,16.9,0,1008.3,931.5,4.7
22-04-2024,01:00,24.6,64,17.3,0,1008.9,932,4.8
22-04-2024,02:00,26,64,18.6,0,1009.8,933.2,5.1
22-04-2024,03:00,28.1,55,18.2,0,1010.3,934.2,6.4
22-04-2024,04:00,30.5,45,17.2,0,1010.7,935.1,9.2
22-04-2024,05:00,32.1,35,14.7,0,1010.4,935.2,10.3
22-04-2024,06:00,29.3,51,18.1,0.1,1011.4,935.5,10.1
22-04-2024,07:00,30.7,44,17.1,0.1,1010.8,935.3,9
22-04-2024,08:00,31.8,40,16.6,0,1009.5,934.3,8.7
22-04-2024,09:00,32.4,37,15.9,0,1008.5,933.5,8.1
22-04-2024,10:00,32.5,35,15.1,0,1007.3,932.4,9.2
22-04-2024,11:00,32.2,35,14.8,0,1007.3,932.4,8.9
22-04-2024,12:00,30,46,17.1,0,1007.7,932.2,5.9
22-04-2024,13:00,29.1,50,17.7,0,1008.6,932.8,5.1
22-04-2024,14:00,27.9,58,18.9,0,1009.2,933.1,3
22-04-2024,15:00,27.1,65,19.9,0,1009.7,933.4,2.3
22-04-2024,16:00,26.7,67,20.1,0,1010.3,933.8,2.6
22-04-2024,17:00,26.3,71,20.7,0.2,1010.8,934.2,1.8
22-04-2024,18:00,24.8,79,20.9,0.1,1010.8,933.8,1.8
22-04-2024,19:00,24.5,81,21,0,1010.1,933.1,2.9
22-04-2024,20:00,24.3,83,21.2,0,1009.3,932.3,2.8
22-04-2024,21:00,24.1,83,21,0,1008.8,931.8,3.4
22-04-2024,22:00,23.7,84,20.8,0,1008.8,931.7,3.6
22-04-2024,23:00,23.4,84,20.6,0,1008.8,931.6,3.1
23-04-2024,00:00,22.8,86,20.3,0,1009.8,932.4,3.1
23-04-2024,01:00,22.8,87,20.6,0,1009.6,932.2,3.2
23-04-2024,02:00,24.5,80,20.9,0,1010.4,933.4,4.3
23-04-2024,03:00,26.4,72,21,0,1010.7,934.1,7.1
23-04-2024,04:00,28.2,63,20.5,0,1010.6,934.5,9.5
23-04-2024,05:00,29.8,55,19.8,0,1010.4,934.7,10.5
23-04-2024,06:00,31.4,47,18.8,0,1009.4,934.1,8.4
23-04-2024,07:00,33.2,38,17,0,1008.5,933.7,9.5
23-04-2024,08:00,34.3,33,15.8,0,1007.3,932.9,10.3
23-04-2024,09:00,34.8,31,15.2,0,1005.8,931.6,11.1
23-04-2024,10:00,34.4,33,15.8,0,1005.1,930.9,9.8
23-04-2024,11:00,26.7,70,20.8,2,1007.2,931,8.1
23-04-2024,12:00,26.8,74,21.8,0,1006.4,930.2,0.8
23-04-2024,13:00,25.9,78,21.8,0.2,1007.3,930.9,8.7
23-04-2024,14:00,25.5,79,21.6,0.1,1007.6,931,2.8
23-04-2024,15:00,24.8,83,21.7,0.4,1008.2,931.4,4.1
23-04-2024,16:00,24.3,83,21.3,0.2,1009.6,932.6,3.8
23-04-2024,17:00,24.3,82,21,0,1009.2,932.2,4.6
23-04-2024,18:00,23.8,81,20.3,0,1008.7,931.6,1.8
23-04-2024,19:00,23.1,85,20.5,0,1007.6,930.5,3
23-04-2024,20:00,22.5,90,20.8,0,1007.4,930.1,3
23-04-2024,21:00,22.7,89,20.8,0,1006.9,929.7,2.7
23-04-2024,22:00,22.7,89,20.8,0,1006.7,929.5,2.9
23-04-2024,23:00,22.7,89,20.8,0,1006.9,929.7,3.3
24-04-2024,00:00,22.7,85,20,0,1007.1,929.9,3.7
24-04-2024,01:00,22.8,85,20.2,0,1007.7,930.5,3.3
24-04-2024,02:00,24.7,83,21.6,0,1008.5,931.7,3.2
24-04-2024,03:00,27.3,69,21.1,0,1009.2,933,3.9
24-04-2024,04:00,29.2,64,21.7,0,1009.3,933.5,5.1
24-04-2024,05:00,31.1,54,20.7,0,1008.8,933.5,7.2
24-04-2024,06:00,32.6,48,20.2,0,1008.4,933.5,4
24-04-2024,07:00,33.4,40,18,0,1007.7,933,6.9
24-04-2024,08:00,33.8,39,17.9,0,1006.8,932.3,9.7
24-04-2024,09:00,33.5,37,16.8,0.2,1006,931.5,9.9
24-04-2024,10:00,32.5,39,16.7,0.3,1005.6,930.9,12.7
24-04-2024,11:00,32.7,39,16.9,0,1005.1,930.4,9.8
24-04-2024,12:00,33.1,35,15.6,0,1005,930.4,7.9
24-04-2024,13:00,30.8,47,18.2,0,1005.6,930.5,3.4
24-04-2024,14:00,29.3,57,19.9,0,1006.5,930.9,2.4
24-04-2024,15:00,28.5,59,19.7,0,1007.5,931.7,3.1
24-04-2024,16:00,27.8,62,19.9,0,1008.6,932.5,3
24-04-2024,17:00,27.6,65,20.4,0,1008.7,932.6,2.4
24-04-2024,18:00,26.6,65,19.5,0,1008.6,932.2,2.5
24-04-2024,19:00,26.4,63,18.8,0,1008.1,931.7,3.5
24-04-2024,20:00,25.7,62,17.9,0,1007.7,931.2,4.9
24-04-2024,21:00,24.9,67,18.3,0,1007.4,930.7,4.7
24-04-2024,22:00,24.3,71,18.7,0,1007,930.2,4.7
24-04-2024,23:00,23.9,73,18.8,0,1007.1,930.2,4.7
25-04-2024,00:00,24.1,68,17.9,0,1007.3,930.4,4
25-04-2024,01:00,23.9,71,18.4,0,1008,931,4
25-04-2024,02:00,25.9,70,20,0,1008.7,932.2,3.3
25-04-2024,03:00,29.5,53,18.9,0,1009,933.3,4.3
25-04-2024,04:00,32.1,39,16.4,0,1009,933.9,8
25-04-2024,05:00,34.5,29,13.9,0,1008.6,934.1,8.6
25-04-2024,06:00,35,31,15.4,0,1008.1,933.8,8
25-04-2024,07:00,36.5,24,12.7,0,1007.1,933.2,7.8
25-04-2024,08:00,36.7,22,11.5,0,1006.2,932.4,8.1
25-04-2024,09:00,36.7,21,10.9,0,1005.3,931.6,7.6
25-04-2024,10:00,36.2,21,10.4,0,1004.7,930.9,8.2
25-04-2024,11:00,35.6,22,10.6,0.1,1004.4,930.5,7.7
25-04-2024,12:00,35.3,26,12.9,0,1004.3,930.3,3.6
25-04-2024,13:00,33.8,34,15.7,0,1005.5,931.1,2.2
25-04-2024,14:00,31.5,39,15.9,0.1,1006.5,931.5,8.3
25-04-2024,15:00,29.3,49,17.5,0,1007.5,931.9,5.5
25-04-2024,16:00,28.5,55,18.6,0,1007.9,932.1,2.5
25-04-2024,17:00,28.3,60,19.8,0,1008.2,932.3,1.1
25-04-2024,18:00,28.1,58,19.1,0,1007.7,931.8,1.1
25-04-2024,19:00,27.3,54,17.2,0,1007.8,931.7,4.8
25-04-2024,20:00,26.9,54,16.8,0.1,1007.7,931.5,10.3
25-04-2024,21:00,26.2,60,17.8,0,1006.7,930.4,3.9
25-04-2024,22:00,25.4,65,18.3,0,1006.2,929.7,4.9
25-04-2024,23:00,25.2,63,17.7,0,1006.4,929.9,5.8
26-04-2024,00:00,25.1,64,17.8,0,1007,930.4,3.7
26-04-2024,01:00,25.3,66,18.5,0,1007.7,931.1,3.2
26-04-2024,02:00,27.1,66,20.2,0,1008.1,931.9,2.7
26-04-2024,03:00,30.4,53,19.8,0,1008.2,932.8,3.2
26-04-2024,04:00,33.6,39,17.7,0,1008.1,933.4,5.4
26-04-2024,05:00,35.9,26,13.4,0,1007.5,933.4,6
26-04-2024,06:00,36.3,25,13.1,0,1007,933,5.1
26-04-2024,07:00,37.3,22,12,0,1006.4,932.7,4
26-04-2024,08:00,37.3,21,11.3,0,1005.3,931.7,4.3
26-04-2024,09:00,37.7,20,10.9,0,1004.3,930.9,3.2
26-04-2024,10:00,36.7,21,10.8,0,1003.9,930.3,2.6
26-04-2024,11:00,35.8,23,11.5,0,1004.2,930.3,5.5
26-04-2024,12:00,32,46,18.9,0,1005.8,930.9,7.2
26-04-2024,13:00,30.2,49,18.3,0,1006.9,931.5,5.6
26-04-2024,14:00,28.9,55,18.9,0,1007.8,932,5.7
26-04-2024,15:00,28.2,57,18.9,0,1008.2,932.3,4.8
26-04-2024,16:00,27.4,60,18.9,0,1008.5,932.3,4.3
26-04-2024,17:00,27,61,18.9,0,1008.5,932.3,3.6
26-04-2024,18:00,26.6,62,18.7,0,1008.8,932.4,3.3
26-04-2024,19:00,26,63,18.4,0,1008.5,932,3.6
26-04-2024,20:00,25.4,65,18.3,0,1008,931.4,3.8
26-04-2024,21:00,24.8,67,18.3,0,1007.5,930.8,3.6
26-04-2024,22:00,24.4,70,18.6,0,1007.3,930.5,3.7
26-04-2024,23:00,23.9,73,18.8,0,1007.4,930.5,3.3
27-04-2024,00:00,23.8,73,18.7,0,1008.2,931.2,3.4
27-04-2024,01:00,23.7,77,19.5,0,1009,931.9,3.1
27-04-2024,02:00,25.9,76,21.3,0,1009.5,932.9,2.4
27-04-2024,03:00,29.4,54,19.1,0,1010,934.2,3.3
27-04-2024,04:00,31.6,48,19.3,0,1009.8,934.6,3.4
27-04-2024,05:00,34,37,17.2,0,1009.2,934.5,5.4
27-04-2024,06:00,34.6,35,16.9,0,1008.9,934.4,4.8
27-04-2024,07:00,35.9,31,16.1,0,1007.8,933.7,5.4
27-04-2024,08:00,36.5,29,15.6,0.1,1006.9,933,5.4
27-04-2024,09:00,36.6,28,15.1,0,1005.6,931.8,6.9
27-04-2024,10:00,36,27,14.1,0,1005.1,931.2,9.6
27-04-2024,11:00,32.2,42,17.7,0,1006.3,931.4,13.6
27-04-2024,12:00,33,40,17.6,0,1005.8,931.2,5.9
27-04-2024,13:00,31.8,46,18.7,0,1006.7,931.7,3
27-04-2024,14:00,30.6,55,20.5,0.1,1007.5,932.2,2.6
27-04-2024,15:00,29.2,60,20.7,0.1,1008.2,932.5,4.8
27-04-2024,16:00,28.8,68,22.3,0,1009,933.1,0.7
27-04-2024,17:00,28,66,21.1,0.2,1009.2,933.1,4
27-04-2024,18:00,27.2,74,22.1,0,1008.9,932.7,2.9
27-04-2024,19:00,26.7,77,22.3,0,1008.3,932,2.5
27-04-2024,20:00,26.2,80,22.5,0,1007.9,931.5,2.7
27-04-2024,21:00,25.9,81,22.4,0,1007.6,931.2,2.6
27-04-2024,22:00,25.5,83,22.4,0,1007.2,930.7,3.1
27-04-2024,23:00,25.2,84,22.3,0,1007.4,930.8,2.8
28-04-2024,00:00,25.2,80,21.5,0,1007.5,930.9,3.4
28-04-2024,01:00,25.1,84,22.2,0,1008.9,932.1,3
28-04-2024,02:00,26.8,76,22.2,0,1010.1,933.7,6.3
28-04-2024,03:00,27.6,66,20.7,0,1011.2,934.9,4.3
28-04-2024,04:00,29.6,59,20.7,0,1011.2,935.4,4.4
28-04-2024,05:00,31.3,53,20.6,0,1010.4,935,1.8
28-04-2024,06:00,31.4,55,21.3,0,1010.3,935,5.5
28-04-2024,07:00,32.7,49,20.6,0,1009.4,934.4,5.5
28-04-2024,08:00,33.7,43,19.4,0,1008.7,934,2.3
28-04-2024,09:00,34.5,39,18.5,0,1007.5,933.1,3.1
28-04-2024,10:00,34.7,37,17.9,0,1006.8,932.5,3.5
28-04-2024,11:00,34.2,38,17.9,0,1005.8,931.5,4.3
28-04-2024,12:00,33.9,40,18.4,0,1005.9,931.5,2.9
28-04-2024,13:00,32.7,45,19.2,0,1007.1,932.3,4.8
28-04-2024,14:00,30.8,57,21.3,0.1,1008,932.7,2.3
28-04-2024,15:00,29.9,65,22.6,0,1008.9,933.3,2
28-04-2024,16:00,28.6,73,23.3,0,1009.5,933.6,3.3
28-04-2024,17:00,27.8,81,24.2,0,1010,933.8,1.6
28-04-2024,18:00,27.4,79,23.4,0,1009.8,933.5,0.5
28-04-2024,19:00,27.5,75,22.7,0,1009.5,933.3,0.7
28-04-2024,20:00,27.3,75,22.5,0,1008.8,932.6,1
28-04-2024,21:00,27,75,22.2,0,1008.4,932.1,1.1
28-04-2024,22:00,26.6,74,21.6,0,1007.7,931.4,3.1
28-04-2024,23:00,25.4,82,22.1,0,1008.5,931.8,3.1
29-04-2024,00:00,24.2,90,22.5,0,1009.3,932.3,2.8
29-04-2024,01:00,24.5,89,22.6,0,1010,933,3.2
29-04-2024,02:00,27,84,24,0,1010.3,933.9,3.3
29-04-2024,03:00,29.8,65,22.5,0,1010.7,935,4.5
29-04-2024,04:00,31.9,54,21.5,0,1010.7,935.5,8.9
29-04-2024,05:00,33.7,46,20.5,0,1010.4,935.6,13.2
29-04-2024,06:00,34.8,41,19.6,0.2,1009.9,935.4,12.9
29-04-2024,07:00,35.2,41,20,0.1,1009.3,934.9,12.2
29-04-2024,08:00,35.9,38,19.4,0,1008.6,934.4,11.5
29-04-2024,09:00,36.1,37,19.1,0,1007.5,933.5,12.7
29-04-2024,10:00,35.6,36,18.2,0,1006.7,932.6,12.2
29-04-2024,11:00,32.1,49,20.1,0.6,1007.2,932.3,9.7
29-04-2024,12:00,30.9,52,19.9,0.1,1007.4,932.2,6.2
29-04-2024,13:00,29.9,60,21.3,0,1008.1,932.6,2.8
29-04-2024,14:00,29.1,70,23.1,0,1008.8,933,1
29-04-2024,15:00,28.7,72,23.2,0,1009.4,933.5,1.5
29-04-2024,16:00,28,71,22.3,0,1009.6,933.5,3.1
29-04-2024,17:00,27.6,75,22.8,0,1009.6,933.4,1.8
29-04-2024,18:00,28.3,65,21.1,0,1009,933,2.4
29-04-2024,19:00,27.9,67,21.2,0,1008.4,932.4,2.6
29-04-2024,20:00,27.5,68,21.1,0,1007.6,931.5,3
29-04-2024,21:00,26.7,71,21,0,1007.1,930.9,4.5
29-04-2024,22:00,26.3,72,20.9,0,1006.8,930.5,4.5
29-04-2024,23:00,25.9,72,20.5,0,1007,930.6,4.4
30-04-2024,00:00,25.6,72,20.2,0,1007.7,931.2,4.2
30-04-2024,01:00,25.6,72,20.2,0,1008.2,931.6,4.2
30-04-2024,02:00,27.7,66,20.8,0,1008.3,932.2,4.6
30-04-2024,03:00,30.7,47,18.1,0,1008.5,933.1,7.5
30-04-2024,04:00,32.7,35,15.3,0,1008.2,933.3,11.5
30-04-2024,05:00,34,28,12.9,0,1007.9,933.3,11.8
30-04-2024,06:00,34.5,30,14.4,0,1007.2,932.8,6.9
30-04-2024,07:00,35.9,25,12.8,0,1006.5,932.5,9
30-04-2024,08:00,37,21,11.1,0,1005.3,931.6,10.5
30-04-2024,09:00,37.4,19,9.9,0,1004.5,931,12.7
30-04-2024,10:00,37.4,18,9.1,0,1003.5,930,14
30-04-2024,11:00,36.8,17,7.8,0,1003.3,929.7,14.4
30-04-2024,12:00,36.4,20,9.9,0,1002.2,928.6,10.9
30-04-2024,13:00,34.2,24,10.8,0,1003.2,929,5.2
30-04-2024,14:00,32.1,30,12.4,0,1003.4,928.7,4.3
30-04-2024,15:00,30.6,31,11.6,0,1004.3,929.2,5.2
30-04-2024,16:00,29.4,31,10.5,0,1004.7,929.3,5.6
30-04-2024,17:00,28.4,32,10.1,0,1005.1,929.4,5.8
30-04-2024,18:00,27.3,36,11,0,1005.2,929.3,5.2
30-04-2024,19:00,26.6,38,11.1,0,1004.6,928.5,5.2
30-04-2024,20:00,26,41,11.7,0,1003.9,927.7,4.9
30-04-2024,21:00,25.5,43,12,0,1003.3,927.1,5.4
30-04-2024,22:00,25.1,44,12,0,1003.2,926.9,5.2
30-04-2024,23:00,24.7,45,12,0,1003.8,927.3,5
01-05-2024,00:00,24.8,46,12.4,0,1004.1,927.6,5.2
01-05-2024,01:00,24.9,48,13.1,0,1004.8,928.3,5
01-05-2024,02:00,26.9,45,14,0,1005,929,4.4
01-05-2024,03:00,30.2,32,11.7,0,1005.3,930.1,6.9
01-05-2024,04:00,32.8,23,8.9,0,1005.2,930.6,11.2
01-05-2024,05:00,34.5,19,7.6,0,1004.7,930.5,13
01-05-2024,06:00,35.8,18,7.8,0,1004.1,930.2,11.3
01-05-2024,07:00,36.9,16,7,0,1003.6,930,12.6
01-05-2024,08:00,37.8,14,5.7,0,1002.8,929.5,14.7
01-05-2024,09:00,37.9,13,4.7,0,1001.9,928.7,16.7
01-05-2024,10:00,37.2,14,5.2,0,1001.3,928,17
01-05-2024,11:00,36.3,15,5.6,0,1001.3,927.8,15.3
01-05-2024,12:00,35.7,18,7.7,0,1000.8,927.2,11.1
01-05-2024,13:00,33.7,20,7.7,0,1001.7,927.5,8
01-05-2024,14:00,31.7,22,7.4,0,1002.6,927.9,7.4
01-05-2024,15:00,30.2,25,8,0,1003.8,928.7,6.5
01-05-2024,16:00,28.5,31,9.8,0,1004.6,929,4.6
01-05-2024,17:00,27.4,35,10.6,0,1004.9,929,4.7
01-05-2024,18:00,26.3,41,12,0,1004.6,928.5,4.2
01-05-2024,19:00,25.7,42,11.8,0,1004.2,927.9,4.6
01-05-2024,20:00,25.2,41,11,0,1004,927.6,5.1
01-05-2024,21:00,25.2,36,9.1,0,1003.4,927.1,5.7
01-05-2024,22:00,25.1,32,7.3,0,1003.6,927.3,6
01-05-2024,23:00,24.4,32,6.6,0,1004.1,927.5,5
02-05-2024,00:00,24.1,29,4.9,0,1004.8,928.1,4.3
02-05-2024,01:00,24.1,32,6.4,0,1005.7,928.9,4
02-05-2024,02:00,25.8,32,7.8,0,1006.3,929.9,2.7
02-05-2024,03:00,28.8,23,5.6,0,1007.1,931.4,4.7
02-05-2024,04:00,31.3,19,5,0,1007,931.9,7
02-05-2024,05:00,33.6,14,2.4,0,1006.6,932,8
02-05-2024,06:00,35.1,13,2.6,0,1005.6,931.5,5.2
02-05-2024,07:00,36.4,11,1.3,0,1005.3,931.5,5.9
02-05-2024,08:00,37.2,10,0.5,0,1004.4,930.8,7
02-05-2024,09:00,37.4,9,-0.8,0,1003.3,929.9,8.5
02-05-2024,10:00,37.2,10,0.5,0,1002.2,928.8,9.2
02-05-2024,11:00,36.5,11,1.3,0,1001.9,928.4,9.2
02-05-2024,12:00,35.6,11,0.6,0,1002.6,928.8,9.2
02-05-2024,13:00,33.2,12,0,0,1003.6,929.2,6.8
02-05-2024,14:00,30.5,15,1,0,1004.8,929.7,5.4
02-05-2024,15:00,28.9,17,1.4,0,1005.8,930.2,5.4
02-05-2024,16:00,27.7,20,2.7,0,1006.4,930.5,5.2
02-05-2024,17:00,26.9,21,2.7,0,1006.7,930.6,5.1
02-05-2024,18:00,25.9,24,3.8,0,1006.6,930.2,5.4
02-05-2024,19:00,25.5,26,4.6,0,1006.2,929.7,4.8
02-05-2024,20:00,25,28,5.3,0,1005.7,929.2,4.6
02-05-2024,21:00,24.6,31,6.4,0,1005.5,928.9,4.1
02-05-2024,22:00,24.8,40,10.3,0,1005.4,928.8,2.8
02-05-2024,23:00,24.9,38,9.6,0,1005.8,929.2,2.9
03-05-2024,00:00,24.8,37,9.2,0,1006.6,930,2.9
03-05-2024,01:00,25.4,37,9.7,0,1007.3,930.8,2.9
03-05-2024,02:00,27.4,32,9.3,0,1007.9,931.8,3
03-05-2024,03:00,29.6,26,8.1,0,1008.6,933,4.8
03-05-2024,04:00,32.1,21,7,0,1008.7,933.6,6.8
03-05-2024,05:00,34.4,16,5,0,1008.4,933.9,5.1
03-05-2024,06:00,36,13,3.3,0,1007.4,933.4,0.5
03-05-2024,07:00,37.3,12,3.1,0,1006.3,932.6,3
03-05-2024,08:00,38.2,12,3.9,0,1005.2,931.8,4.7
03-05-2024,09:00,38.7,11,3,0,1004.5,931.3,7.2
03-05-2024,10:00,38.6,11,2.9,0,1003.9,930.7,8.3
03-05-2024,11:00,38,11,2.5,0,1003.7,930.4,7.9
03-05-2024,12:00,37.2,12,3,0,1003.8,930.3,5.8
03-05-2024,13:00,34.8,17,6.2,0,1004.7,930.6,4.1
03-05-2024,14:00,32.4,19,5.9,0,1005.9,931.1,4.6
03-05-2024,15:00,31.4,29,11.3,0,1006.9,931.8,2.5
03-05-2024,16:00,30.8,35,13.6,0,1007.4,932.1,3.1
03-05-2024,17:00,30.1,37,13.8,0,1007.7,932.2,2.5
03-05-2024,18:00,29.3,35,12.2,0,1007.3,931.7,1.9
03-05-2024,19:00,28.3,36,11.8,0,1006.7,930.9,2.5
03-05-2024,20:00,27.4,38,11.9,0,1006.3,930.3,3.4
03-05-2024,21:00,26.7,39,11.6,0,1006.2,930,3.5
03-05-2024,22:00,26.1,39,11.1,0,1006.4,930.1,3.4
03-05-2024,23:00,25.6,40,11,0,1006.8,930.3,3.6
04-05-2024,00:00,25.2,41,11,0,1007.5,930.9,3.6
04-05-2024,01:00,25.5,41,11.3,0,1008.3,931.7,3.1
04-05-2024,02:00,26.8,42,12.8,0,1009.1,932.7,2.1
04-05-2024,03:00,30.1,35,13,0,1009.1,933.5,2
04-05-2024,04:00,33,24,9.7,0,1009.2,934.3,5.8
04-05-2024,05:00,35.3,18,7.4,0,1008.5,934.2,5.2
04-05-2024,06:00,37.2,14,5.2,0,1007.6,933.8,3
04-05-2024,07:00,38.4,12,4,0,1006.5,933.1,2.5
04-05-2024,08:00,39.3,11,3.4,0,1005.3,932.1,3.2
04-05-2024,09:00,39.7,10,2.4,0,1004.4,931.4,2.9
04-05-2024,10:00,39.8,10,2.5,0,1003.6,930.7,3.6
04-05-2024,11:00,39.4,10,2.2,0,1003.1,930.1,4.3
04-05-2024,12:00,38.4,10,1.4,0,1003.3,930.1,4.7
04-05-2024,13:00,35.7,16,6,0,1004,930.1,3.3
04-05-2024,14:00,33.2,20,7.3,0,1004.8,930.3,4.3
04-05-2024,15:00,31.2,21,6.3,0,1005.6,930.6,4.6
04-05-2024,16:00,31,30,11.4,0,1005.9,930.8,2.7
04-05-2024,17:00,30.5,32,11.9,0,1006.1,930.9,2
04-05-2024,18:00,29.7,33,11.7,0,1005.8,930.4,2.9
04-05-2024,19:00,28.7,34,11.3,0,1005.1,929.5,2.7
04-05-2024,20:00,28,36,11.6,0,1004.6,928.9,3.4
04-05-2024,21:00,27.9,31,9.2,0,1004.3,928.6,4.6
04-05-2024,22:00,26.8,34,9.6,0,1004.5,928.5,3.9
04-05-2024,23:00,25.8,38,10.4,0,1004.9,928.6,4
