date,time,Temperature(c),relative_humidity_2m (%),dew_point(2m),precipitation (mm),pressure_msl (hPa),surface_pressure (hPa),wind_speed_10m (km/h)
31-01-2024,00:00,14,88,12,0,1015.8,935.7,3.3
31-01-2024,01:00,14.1,86,11.8,0,1016.4,936.3,2.8
31-01-2024,02:00,14.7,84,12,0,1016.8,936.8,2.5
31-01-2024,03:00,16.9,78,13,0,1017.6,938.1,1.6
31-01-2024,04:00,19.8,64,12.8,0,1017.9,939.1,3.5
31-01-2024,05:00,22.1,57,13.2,0,1017.7,939.5,4.4
31-01-2024,06:00,23,52,12.6,0,1016.3,938.5,2.7
31-01-2024,07:00,24.4,49,13,0,1015.4,938,5.9
31-01-2024,08:00,24.9,45,12.1,0,1013.7,936.5,9.3
31-01-2024,09:00,25.1,42,11.3,0,1012.6,935.6,11.3
31-01-2024,10:00,24.7,42,11,0,1012.1,935,10.5
31-01-2024,11:00,24.7,43,11.3,0,1012.4,935.3,7.2
31-01-2024,12:00,23.9,53,13.8,0,1012.5,935.2,3.8
31-01-2024,13:00,22.8,63,15.4,0,1013.2,935.6,1
31-01-2024,14:00,22.1,64,15,0,1013.8,935.9,1.9
31-01-2024,15:00,20.9,64,13.9,0,1014.5,936.3,4
31-01-2024,16:00,19.6,71,14.2,0,1015.1,936.5,4.1
31-01-2024,17:00,19.1,74,14.3,0,1015.5,936.7,3.3
31-01-2024,18:00,18,79,14.3,0,1015.8,936.7,2.9
31-01-2024,19:00,17.8,79,14.1,0,1015.4,936.3,2.5
31-01-2024,20:00,17.7,78,13.8,0,1015.3,936.2,2.8
31-01-2024,21:00,17.1,80,13.7,0,1014.9,935.7,2.8
31-01-2024,22:00,16.8,81,13.5,0,1014.6,935.3,2.9
31-01-2024,23:00,16,85,13.5,0,1014.6,935.1,3.9
01-02-2024,00:00,15.4,89,13.6,0,1015.2,935.5,2.4
01-02-2024,01:00,15,89,13.2,0,1016,936.1,3.7
01-02-2024,02:00,15.1,89,13.3,0,1016.7,936.8,3.6
01-02-2024,03:00,17.7,81,14.4,0,1016.9,937.7,3.1
01-02-2024,04:00,21,66,14.4,0,1016.9,938.5,3.2
01-02-2024,05:00,23.5,50,12.5,0,1017.2,939.4,6.5
01-02-2024,06:00,24.4,48,12.7,0,1016.2,938.7,4.2
01-02-2024,07:00,25.4,43,11.9,0,1015.3,938.1,6.3
01-02-2024,08:00,26,38,10.6,0,1013.7,936.8,8.8
01-02-2024,09:00,26.4,35,9.7,0,1012.7,936,11.7
01-02-2024,10:00,26.2,34,9.1,0,1012.1,935.4,12.3
01-02-2024,11:00,25.7,34,8.6,0,1012.4,935.5,11.7
01-02-2024,12:00,24.5,41,10.4,0,1013.1,935.9,5.8
01-02-2024,13:00,22.5,49,11.2,0,1014,936.2,4.6
01-02-2024,14:00,21.8,50,10.9,0,1014.9,936.9,7.3
01-02-2024,15:00,20.7,55,11.3,0,1015.6,937.2,7
01-02-2024,16:00,20.1,56,11,0,1016.4,937.8,5.1
01-02-2024,17:00,19.4,59,11.2,0,1016.6,937.8,3.2
01-02-2024,18:00,19.3,65,12.5,0,1016.8,938,1.9
01-02-2024,19:00,19.1,64,12.1,0,1016.5,937.7,1.6
01-02-2024,20:00,18.8,65,12.1,0,1016.2,937.3,3.1
01-02-2024,21:00,18.6,65,11.9,0,1015.8,936.9,3.7
01-02-2024,22:00,18.4,65,11.7,0,1015.4,936.5,3.8
01-02-2024,23:00,18.1,63,11,0,1015.5,936.5,4.1
02-02-2024,00:00,16.8,73,12,0,1015.9,936.5,4.3
02-02-2024,01:00,16.5,74,11.9,0,1016.6,937.1,4.7
02-02-2024,02:00,16.6,76,12.4,0,1017.4,937.8,4.7
02-02-2024,03:00,19.3,67,13.1,0,1017.9,939,5.9
02-02-2024,04:00,21.9,57,13,0,1018.7,940.4,9.7
02-02-2024,05:00,24,48,12.3,0,1018.5,940.8,13.4
02-02-2024,06:00,25.4,41,11.2,0,1017.4,940.1,10.6
02-02-2024,07:00,26.1,36,9.9,0,1016.6,939.5,10.1
02-02-2024,08:00,26.7,33,9.1,0,1015.4,938.5,9.9
02-02-2024,09:00,26.8,31,8.2,0,1014.4,937.6,9.2
02-02-2024,10:00,26.4,31,7.9,0,1014,937.2,9.9
02-02-2024,11:00,25.7,33,8.3,0,1014.3,937.3,10
02-02-2024,12:00,24.5,39,9.7,0,1014.5,937.2,7.9
02-02-2024,13:00,22.2,47,10.3,0,1015.7,937.7,7.3
02-02-2024,14:00,20.9,51,10.4,0,1016.4,938,6.2
02-02-2024,15:00,19.9,55,10.6,0,1017,938.3,4
02-02-2024,16:00,19.2,61,11.5,0,1017.5,938.6,2.9
02-02-2024,17:00,18.5,65,11.8,0,1017.7,938.6,2.3
02-02-2024,18:00,18.1,67,11.9,0,1018.3,939.1,3.6
02-02-2024,19:00,17.5,70,12,0,1018.2,938.8,3.5
02-02-2024,20:00,17.1,71,11.8,0,1018.1,938.6,3.8
02-02-2024,21:00,16.7,71,11.4,0,1017.7,938.1,3.7
02-02-2024,22:00,16.4,70,10.9,0,1017.4,937.8,3.7
02-02-2024,23:00,16.1,69,10.4,0,1017.6,937.9,4
03-02-2024,00:00,16.3,63,9.2,0,1017.5,937.8,3.6
03-02-2024,01:00,15.7,65,9.2,0,1018.4,938.5,3.2
03-02-2024,02:00,15.7,64,8.9,0,1019,939.1,2.2
03-02-2024,03:00,17.7,60,9.9,0,1019.8,940.3,1.5
03-02-2024,04:00,20.5,51,10,0,1020.6,941.8,5.1
03-02-2024,05:00,22.7,45,10.1,0,1020.6,942.4,6.1
03-02-2024,06:00,24,40,9.6,0,1019.5,941.7,3.6
03-02-2024,07:00,25.3,34,8.3,0,1018.3,940.9,2.2
03-02-2024,08:00,26.2,31,7.7,0,1016.9,939.8,0.8
03-02-2024,09:00,26.8,29,7.3,0,1015.8,938.9,0.7
03-02-2024,10:00,26.9,29,7.4,0,1015.3,938.5,1.5
03-02-2024,11:00,26.5,30,7.5,0,1015.2,938.3,1.5
03-02-2024,12:00,25.4,41,11.2,0,1015.9,938.7,2
03-02-2024,13:00,23.3,54,13.5,0,1016.6,938.8,2.3
03-02-2024,14:00,22.3,55,12.8,0,1017.1,939,4
03-02-2024,15:00,20.6,52,10.4,0,1017.9,939.3,4.4
03-02-2024,16:00,19.5,60,11.6,0,1018.4,939.5,2.5
03-02-2024,17:00,18.9,58,10.4,0,1018.5,939.4,1.8
03-02-2024,18:00,18.1,58,9.7,0,1019.1,939.8,2.2
03-02-2024,19:00,17.5,60,9.6,0,1018.5,939.1,2.6
03-02-2024,20:00,16.8,60,9,0,1018.3,938.7,2.1
03-02-2024,21:00,16.4,61,8.8,0,1017.8,938.2,2.6
03-02-2024,22:00,15.9,62,8.7,0,1017.5,937.8,2.9
03-02-2024,23:00,15.5,62,8.3,0,1017.6,937.7,2.6
04-02-2024,00:00,16.1,60,8.4,0,1017.9,938.2,3.3
04-02-2024,01:00,15.7,61,8.2,0,1018.7,938.8,3.8
04-02-2024,02:00,15.5,63,8.5,0,1019.5,939.5,3.6
04-02-2024,03:00,17.1,66,10.7,0,1020.2,940.6,2.5
04-02-2024,04:00,22,44,9.2,0,1020.6,942.2,1.1
04-02-2024,05:00,24.4,40,10,0,1020.1,942.3,5.4
04-02-2024,06:00,25.8,40,11.2,0,1019.4,942,6.8
04-02-2024,07:00,27.2,37,11.2,0,1018.2,941.3,8.4
04-02-2024,08:00,28.1,35,11.2,0,1016.7,940.1,9
04-02-2024,09:00,28.5,33,10.7,0,1015.6,939.2,9.7
04-02-2024,10:00,28.3,33,10.5,0,1014.9,938.5,9.5
04-02-2024,11:00,27.7,35,10.8,0,1014.8,938.2,8.3
04-02-2024,12:00,26.5,40,11.8,0,1015.1,938.2,6.6
04-02-2024,13:00,24.4,46,12.1,0,1015.8,938.4,5.1
04-02-2024,14:00,22.8,53,12.8,0,1016.7,938.8,3.6
04-02-2024,15:00,22.1,59,13.7,0,1017.2,939.1,2.3
04-02-2024,16:00,21.5,59,13.1,0,1017.4,939.1,4
04-02-2024,17:00,20,63,12.7,0,1017.6,938.9,4.1
04-02-2024,18:00,19.1,67,12.8,0,1018,939,3.9
04-02-2024,19:00,18.6,69,12.8,0,1017.7,938.6,3.6
04-02-2024,20:00,18.1,71,12.8,0,1017.4,938.2,3.7
04-02-2024,21:00,17.7,72,12.6,0,1017.3,938,3.9
04-02-2024,22:00,17.4,73,12.5,0,1016.3,937,3.4
04-02-2024,23:00,17.2,74,12.6,0,1016.2,936.9,4
05-02-2024,00:00,17,75,12.5,0,1016.4,937,4.3
05-02-2024,01:00,16.6,77,12.6,0,1017.2,937.7,4.5
05-02-2024,02:00,16.7,78,12.9,0,1018.1,938.5,4.2
05-02-2024,03:00,19.9,72,14.7,0,1018.4,939.6,3.4
05-02-2024,04:00,24.1,55,14.5,0,1018.9,941.1,6.3
05-02-2024,05:00,26.5,48,14.6,0,1018.6,941.5,11.6
05-02-2024,06:00,27.8,43,14.1,0,1017.7,940.9,11.2
05-02-2024,07:00,28.9,40,14,0,1016.6,940.2,12.6
05-02-2024,08:00,30,35,12.9,0,1015.2,939.2,13.4
05-02-2024,09:00,30.5,31,11.5,0,1014.3,938.5,16.3
05-02-2024,10:00,30.5,28,10,0,1013.5,937.7,15.8
05-02-2024,11:00,29.7,30,10.3,0,1013.6,937.6,15.3
05-02-2024,12:00,28.6,36,12.1,0,1013.3,937.1,8.3
05-02-2024,13:00,26.2,43,12.6,0,1014.5,937.6,5.6
05-02-2024,14:00,24.5,47,12.4,0,1015.6,938.2,4.6
05-02-2024,15:00,23,52,12.6,0,1016.5,938.7,4.1
05-02-2024,16:00,22.2,60,14.1,0,1016.7,938.6,2.3
05-02-2024,17:00,21.4,59,13,0,1016.8,938.5,0.8
05-02-2024,18:00,21.1,59,12.8,0,1016.7,938.4,1.5
05-02-2024,19:00,20.2,62,12.7,0,1016.6,938,1.3
05-02-2024,20:00,19.4,65,12.6,0,1016.3,937.5,2.1
05-02-2024,21:00,18.4,69,12.6,0,1016.1,937.1,2.9
05-02-2024,22:00,17.6,72,12.5,0,1015.7,936.5,3.3
05-02-2024,23:00,16.7,75,12.2,0,1015.9,936.5,3.3
06-02-2024,00:00,15.9,76,11.7,0,1016.1,936.5,3.6
06-02-2024,01:00,15.1,80,11.7,0,1017,937.1,3.3
06-02-2024,02:00,15.1,81,11.9,0,1017.8,937.8,3.1
06-02-2024,03:00,18.2,76,13.9,0,1018.4,939.2,1.3
06-02-2024,04:00,22.8,57,13.8,0,1019,940.9,1.1
06-02-2024,05:00,25.3,51,14.4,0,1019,941.5,2.8
06-02-2024,06:00,26.6,48,14.7,0,1018.3,941.2,6.6
06-02-2024,07:00,28.5,36,12,0,1017,940.5,10
06-02-2024,08:00,29.6,29,9.7,0,1015.8,939.6,12.9
06-02-2024,09:00,29.8,27,8.8,0,1014.6,938.6,14.5
06-02-2024,10:00,29.5,27,8.6,0,1014.3,938.2,14.9
06-02-2024,11:00,28.6,28,8.3,0,1014.1,937.8,14.2
06-02-2024,12:00,27.2,35,10.4,0,1014.4,937.8,8.2
06-02-2024,13:00,24.5,47,12.4,0,1015.4,938,5.9
06-02-2024,14:00,23,58,14.3,0,1016.5,938.7,6.6
06-02-2024,15:00,21.7,64,14.6,0,1017.5,939.2,5.9
06-02-2024,16:00,20.2,73,15.2,0,1018.1,939.4,6
06-02-2024,17:00,19.2,80,15.7,0,1018.5,939.5,5.4
06-02-2024,18:00,18.1,87,15.9,0,1018.7,939.4,5.3
06-02-2024,19:00,17.5,91,16,0,1018.6,939.2,6
06-02-2024,20:00,16.8,93,15.7,0,1017.9,938.4,6.4
06-02-2024,21:00,16.4,93,15.2,0,1017.6,938,5.9
06-02-2024,22:00,16.1,93,15,0,1017.3,937.6,4.8
06-02-2024,23:00,15.7,93,14.6,0,1017.2,937.4,3.3
07-02-2024,00:00,15.4,94,14.5,0,1017.9,938,3.1
07-02-2024,01:00,15.1,94,14.2,0,1018.6,938.6,2.9
07-02-2024,02:00,15.2,94,14.3,0,1019.6,939.5,2.7
07-02-2024,03:00,17.4,84,14.7,0,1020.4,940.8,5.2
07-02-2024,04:00,20,73,15,0,1020.9,941.9,6.7
07-02-2024,05:00,22.5,64,15.4,0,1020.7,942.4,6.9
07-02-2024,06:00,24.3,57,15.2,0,1019.4,941.6,1.6
07-02-2024,07:00,26,51,15.1,0,1018,940.8,3
07-02-2024,08:00,27.2,47,14.9,0,1016.3,939.5,6.5
07-02-2024,09:00,28,41,13.5,0,1015.3,938.8,8.2
07-02-2024,10:00,28.3,35,11.4,0,1014.5,938.1,10.1
07-02-2024,11:00,27.8,33,10.1,0,1014.7,938.2,11.5
07-02-2024,12:00,26.4,39,11.4,0,1015,938.1,10
07-02-2024,13:00,23.6,56,14.3,0,1016.5,938.8,9.2
07-02-2024,14:00,21.9,59,13.5,0,1017.8,939.6,7.7
07-02-2024,15:00,20.6,60,12.6,0,1018.7,940.1,6.9
07-02-2024,16:00,19.5,63,12.3,0,1018.7,939.8,4.8
07-02-2024,17:00,18.5,64,11.6,0,1018.7,939.5,3.7
07-02-2024,18:00,17.7,66,11.3,0,1018.9,939.5,3.7
07-02-2024,19:00,17,69,11.3,0,1018.9,939.3,3.5
07-02-2024,20:00,16.3,76,12,0,1018.8,939,4.2
07-02-2024,21:00,15.9,79,12.2,0,1018.6,938.8,5.2
07-02-2024,22:00,15.5,75,11.1,0,1018.4,938.5,7.1
07-02-2024,23:00,14.9,71,9.7,0,1018.5,938.4,8.1
08-02-2024,00:00,14.4,65,7.9,0,1018.5,938.3,9.3
08-02-2024,01:00,14,59,6.1,0,1019.5,939.1,9.2
08-02-2024,02:00,13.9,53,4.5,0,1020.3,939.8,8.1
08-02-2024,03:00,15.2,49,4.6,0,1021,940.8,9.7
08-02-2024,04:00,17.5,43,4.8,0,1021.3,941.7,12.2
08-02-2024,05:00,19.7,39,5.3,0,1021.3,942.2,11.8
08-02-2024,06:00,21.6,35,5.5,0,1020.5,942,7.6
08-02-2024,07:00,23.1,32,5.5,0,1019.3,941.3,7.3
08-02-2024,08:00,24.1,30,5.4,0,1017.6,939.9,6.5
08-02-2024,09:00,24.6,29,5.4,0,1016.4,939,6.6
08-02-2024,10:00,24.6,29,5.4,0,1015.5,938.1,7.1
08-02-2024,11:00,24,30,5.3,0,1015.6,938.1,8
08-02-2024,12:00,22.9,32,5.3,0,1015.6,937.8,5.2
08-02-2024,13:00,20.5,39,6.1,0,1016.6,938.1,4.7
08-02-2024,14:00,18.7,44,6.2,0,1017.4,938.4,4
08-02-2024,15:00,17.5,49,6.7,0,1018.2,938.8,3.6
08-02-2024,16:00,16.5,53,6.9,0,1018.1,938.5,3.3
08-02-2024,17:00,15.7,58,7.4,0,1018.3,938.4,3.2
08-02-2024,18:00,14.5,66,8.2,0,1018.6,938.4,3.2
08-02-2024,19:00,14,66,7.8,0,1018.4,938.1,3.2
08-02-2024,20:00,13.7,66,7.4,0,1017.9,937.5,2.9
08-02-2024,21:00,13.3,65,6.9,0,1017.3,936.9,2.7
08-02-2024,22:00,13,65,6.6,0,1017.2,936.7,2.3
08-02-2024,23:00,12.6,64,6,0,1017.2,936.6,1.9
09-02-2024,00:00,12.6,64,6,0,1018.2,937.5,2.7
09-02-2024,01:00,12.4,63,5.5,0,1018.4,937.6,2.9
09-02-2024,02:00,12.7,62,5.6,0,1019.2,938.5,3.8
09-02-2024,03:00,14.9,52,5.2,0,1019.9,939.7,4.1
09-02-2024,04:00,17.4,41,4,0,1021.1,941.5,8.2
09-02-2024,05:00,19.7,35,3.8,0,1021.5,942.4,9.2
09-02-2024,06:00,21.8,28,2.5,0,1020.4,941.9,7.4
09-02-2024,07:00,23.3,25,2.2,0,1019.4,941.4,6.2
09-02-2024,08:00,24.6,24,2.7,0,1018.1,940.5,4.4
09-02-2024,09:00,25.2,23,2.6,0,1017.1,939.8,2.9
09-02-2024,10:00,25.3,23,2.7,0,1015.8,938.6,2.5
09-02-2024,11:00,24.9,24,3,0,1016.1,938.8,2.9
09-02-2024,12:00,23.9,31,5.8,0,1016.1,938.5,3.6
09-02-2024,13:00,20.9,37,5.6,0,1017,938.6,4.9
09-02-2024,14:00,19.1,41,5.6,0,1017.6,938.7,4.9
09-02-2024,15:00,18.2,43,5.4,0,1018.3,939.1,4.1
09-02-2024,16:00,17.7,48,6.5,0,1018.7,939.3,3.3
09-02-2024,17:00,17.1,49,6.3,0,1019,939.4,3.3
09-02-2024,18:00,16.5,51,6.3,0,1019.4,939.7,3.7
09-02-2024,19:00,16,51,5.8,0,1018.9,939.1,3.5
09-02-2024,20:00,15.7,51,5.6,0,1018.4,938.5,4
09-02-2024,21:00,15.6,50,5.2,0,1017.9,938,4
09-02-2024,22:00,15.4,49,4.8,0,1017.3,937.4,2.7
09-02-2024,23:00,15.1,49,4.4,0,1017.5,937.5,2.4
10-02-2024,00:00,16,45,4.1,0,1017.6,937.9,2.6
10-02-2024,01:00,15.7,45,3.8,0,1018.6,938.7,1.9
10-02-2024,02:00,15.9,46,4.3,0,1019.1,939.2,2.6
10-02-2024,03:00,17.9,43,5.1,0,1020.1,940.7,2.5
10-02-2024,04:00,19.8,39,5.4,0,1020.7,941.7,6.1
10-02-2024,05:00,21.9,38,7,0,1021,942.5,4.9
10-02-2024,06:00,23.4,39,8.6,0.1,1020.2,942.2,7.7
10-02-2024,07:00,23.6,43,10.3,0,1019.3,941.4,5.8
10-02-2024,08:00,24,44,11,0.1,1018.4,940.7,4.2
10-02-2024,09:00,25.1,41,10.9,0,1017.2,939.8,2.1
10-02-2024,10:00,24.6,42,10.9,0.1,1016.7,939.2,1.3
10-02-2024,11:00,23.8,45,11.1,0.1,1016.7,939,0.7
10-02-2024,12:00,22.4,61,14.5,0.2,1016.3,938.3,3.3
10-02-2024,13:00,21,69,15.1,0,1016.8,938.4,2.5
10-02-2024,14:00,20.7,68,14.6,0,1017.7,939.2,2.3
10-02-2024,15:00,20.4,67,14.1,0,1018.3,939.7,2.3
10-02-2024,16:00,19.8,69,13.9,0,1019,940.1,3.3
10-02-2024,17:00,18.7,69,12.9,0,1019,939.9,4.2
10-02-2024,18:00,17.4,70,11.9,0,1019.3,939.8,4
10-02-2024,19:00,16.8,71,11.5,0,1018.7,939.1,4
10-02-2024,20:00,16.5,71,11.2,0,1018.5,938.8,3.6
10-02-2024,21:00,16.3,71,11.1,0,1018.2,938.5,3.6
10-02-2024,22:00,16.3,70,10.8,0,1018,938.3,2.9
10-02-2024,23:00,16.4,70,10.9,0,1018,938.3,2.1
11-02-2024,00:00,17.1,67,11,0,1017.8,938.3,2.9
11-02-2024,01:00,16.6,69,10.9,0,1018.3,938.7,2.6
11-02-2024,02:00,16.6,73,11.8,0.1,1019,939.3,1.6
11-02-2024,03:00,17.4,76,13.1,0.1,1019.8,940.3,5.5
11-02-2024,04:00,19.2,73,14.2,0,1020.6,941.5,5.4
11-02-2024,05:00,20.5,68,14.4,0.3,1021,942.2,8.4
11-02-2024,06:00,23.2,61,15.3,0,1019.9,941.8,8
11-02-2024,07:00,23.9,61,15.9,0,1018.7,940.9,9.6
11-02-2024,08:00,24.9,59,16.3,0,1017.2,939.8,8.5
11-02-2024,09:00,25.3,58,16.4,0.1,1016.4,939.1,10.9
11-02-2024,10:00,25.4,58,16.5,0.1,1015.7,938.5,9.9
11-02-2024,11:00,25,58,16.2,0.1,1015.6,938.3,9.1
11-02-2024,12:00,24.6,62,16.9,0,1015.5,938.1,3.4
11-02-2024,13:00,21.5,76,17.1,0.5,1016.9,938.6,4.7
11-02-2024,14:00,20.2,83,17.3,0.9,1018.3,939.6,3.3
11-02-2024,15:00,19.7,86,17.3,0,1019,940.1,3.2
11-02-2024,16:00,19.3,86,16.9,0.6,1019.9,940.9,3.1
11-02-2024,17:00,19,87,16.8,0,1019.7,940.6,1.3
11-02-2024,18:00,18.1,93,16.9,0,1019,939.7,2.6
11-02-2024,19:00,17.8,93,16.7,0,1018.4,939.1,2.9
11-02-2024,20:00,17.8,92,16.5,0,1018.4,939.1,0.8
11-02-2024,21:00,17.4,94,16.5,0,1018.3,938.9,4.3
11-02-2024,22:00,17.1,96,16.4,0,1017.6,938.1,5.2
11-02-2024,23:00,16.8,96,16.1,0,1017.5,938,0.5
12-02-2024,00:00,17.3,93,16.1,0,1018.6,939.1,3.1
12-02-2024,01:00,17.2,94,16.2,0,1018.8,939.3,4.2
12-02-2024,02:00,17.4,93,16.3,0,1019.6,940.1,5.6
12-02-2024,03:00,18.1,90,16.5,0,1020.1,940.7,9.3
12-02-2024,04:00,19.7,83,16.8,0,1020.8,941.8,10.9
12-02-2024,05:00,20.9,79,17.1,0,1020.6,941.9,11
12-02-2024,06:00,22.6,72,17.3,0.1,1019.7,941.5,8.8
12-02-2024,07:00,23.6,67,17.1,0.1,1018.3,940.5,11.2
12-02-2024,08:00,24.3,63,16.8,0.1,1017.3,939.7,12.7
12-02-2024,09:00,24.8,61,16.8,0,1016.5,939.1,10.8
12-02-2024,10:00,25.4,58,16.6,0,1015.5,938.3,8.7
12-02-2024,11:00,25.3,57,16.2,0,1015.2,938,9.5
12-02-2024,12:00,24.6,61,16.6,0.1,1015,937.7,5.6
12-02-2024,13:00,23.4,67,16.9,0,1015.4,937.7,2.2
12-02-2024,14:00,22.5,70,16.8,0,1016.3,938.3,1.3
12-02-2024,15:00,22,72,16.7,0,1016.9,938.8,3.6
12-02-2024,16:00,20.2,80,16.7,0.9,1017.7,939.1,0.4
12-02-2024,17:00,19.7,83,16.7,0.5,1018,939.2,4.5
12-02-2024,18:00,19.5,85,16.9,0,1017.8,939,2.6
12-02-2024,19:00,19.3,85,16.7,0,1017.3,938.5,2.1
12-02-2024,20:00,19.5,84,16.8,0,1017,938.2,2.6
12-02-2024,21:00,19.2,86,16.8,0,1016,937.2,3.4
12-02-2024,22:00,18.9,88,16.9,0,1015.7,936.9,3
12-02-2024,23:00,18.2,91,16.7,2.3,1016.5,937.4,3.4
13-02-2024,00:00,18.4,91,16.9,0,1017.1,938,2.4
13-02-2024,01:00,18.4,90,16.7,0,1017.2,938.1,1.1
13-02-2024,02:00,18.5,89,16.6,0,1017.8,938.7,3.7
13-02-2024,03:00,19.6,88,17.6,0,1018.1,939.3,1.8
13-02-2024,04:00,21.3,79,17.5,0,1019.2,940.7,5.9
13-02-2024,05:00,22.9,73,17.8,0,1019.1,941,11.6
13-02-2024,06:00,23.7,69,17.7,0,1018.2,940.4,10.5
13-02-2024,07:00,24.7,63,17.2,0,1016.8,939.4,11.3
13-02-2024,08:00,25.4,60,17.1,0,1015.6,938.4,12
13-02-2024,09:00,25.9,59,17.3,0,1014.6,937.6,11.6
13-02-2024,10:00,25.8,59,17.2,0,1014,937,10
13-02-2024,11:00,25,62,17.2,0.1,1014,936.8,8.4
13-02-2024,12:00,25.1,63,17.5,0,1014.3,937.1,3.9
13-02-2024,13:00,24.1,68,17.8,0,1014.8,937.3,2.3
13-02-2024,14:00,21.8,78,17.8,0.8,1016.6,938.4,3.3
13-02-2024,15:00,20.9,84,18.1,0.1,1017.2,938.8,2.5
13-02-2024,16:00,20.3,85,17.7,0,1017.1,938.5,3.1
13-02-2024,17:00,20.2,84,17.4,0.1,1016.5,937.9,4.1
13-02-2024,18:00,19.8,85,17.2,0.6,1017.1,938.4,1.9
13-02-2024,19:00,19.6,87,17.4,0,1016.5,937.8,1.5
13-02-2024,20:00,19.3,86,16.9,0.6,1016.5,937.7,3.1
13-02-2024,21:00,18.6,88,16.6,1,1016.3,937.3,3.5
13-02-2024,22:00,18.2,89,16.3,0.5,1015.8,936.8,3.7
13-02-2024,23:00,18,89,16.2,0.6,1015.9,936.8,1.5
14-02-2024,00:00,18.4,85,15.8,0,1015.8,936.8,2.3
14-02-2024,01:00,18,88,16,0,1016.7,937.6,2.3
14-02-2024,02:00,18.2,88,16.2,0,1017.3,938.2,1.5
14-02-2024,03:00,19.4,88,17.3,0,1018,939.1,0.8
14-02-2024,04:00,21.8,75,17.2,0,1018.6,940.3,1.1
14-02-2024,05:00,24,67,17.5,0,1018.8,941,4.3
14-02-2024,06:00,25.3,61,17.2,0,1017.1,939.8,5.8
14-02-2024,07:00,26.6,55,16.8,0,1016,939.1,6.2
14-02-2024,08:00,27.6,49,16,0,1014.8,938.2,8
14-02-2024,09:00,28.3,43,14.5,0,1013.9,937.5,8.9
14-02-2024,10:00,28.2,40,13.3,0,1013.2,936.9,9.4
14-02-2024,11:00,27.6,39,12.4,0,1013.3,936.8,11.2
14-02-2024,12:00,26.1,45,13.3,0,1013.8,936.9,6.6
14-02-2024,13:00,24.8,57,15.7,0,1014.2,937,1.4
14-02-2024,14:00,23.4,60,15.2,0,1015,937.4,4.6
14-02-2024,15:00,22.2,71,16.7,0,1016.2,938.2,6.1
14-02-2024,16:00,21.4,75,16.8,0,1016.6,938.3,5
14-02-2024,17:00,20.7,81,17.4,0,1017.1,938.6,4.9
14-02-2024,18:00,20.1,85,17.5,0.1,1017.1,938.5,4.3
14-02-2024,19:00,19.4,89,17.6,0,1017.3,938.5,4.2
14-02-2024,20:00,18.9,92,17.6,0,1016.9,938,5.2
14-02-2024,21:00,18.3,94,17.3,0,1016.8,937.7,6.6
14-02-2024,22:00,17.9,94,17,0,1016.6,937.4,7.1
14-02-2024,23:00,17.7,94,16.7,0,1016.9,937.7,8.4
15-02-2024,00:00,17.5,93,16.4,0,1017,937.7,6.2
15-02-2024,01:00,17.3,92,16,0,1018.1,938.7,5.8
15-02-2024,02:00,17.4,91,15.9,0,1018.7,939.3,4.3
15-02-2024,03:00,18.7,85,16.2,0,1019.5,940.3,6.5
15-02-2024,04:00,20.6,77,16.5,0,1020.3,941.6,9.2
15-02-2024,05:00,22.3,72,17,0,1020.5,942.2,9
15-02-2024,06:00,24.3,65,17.3,0,1019.6,941.8,6.9
15-02-2024,07:00,25.4,59,16.8,0,1018.4,941,4.6
15-02-2024,08:00,25.7,58,16.8,0,1017.3,940.1,4.5
15-02-2024,09:00,25.8,57,16.7,0,1016.1,939,4.3
15-02-2024,10:00,25.8,57,16.6,0,1015.5,938.4,3.9
15-02-2024,11:00,25.2,60,16.9,0.1,1015.6,938.4,4.4
15-02-2024,12:00,25.5,57,16.4,0.1,1015.1,938,3.8
15-02-2024,13:00,22,76,17.6,1.4,1016.8,938.7,3.6
15-02-2024,14:00,21.3,83,18.3,0,1017.3,939,1.8
15-02-2024,15:00,20.6,84,17.8,0.2,1017.9,939.3,1.1
15-02-2024,16:00,20.5,82,17.4,0,1018,939.4,1.1
15-02-2024,17:00,20.6,80,17,0,1018.1,939.5,1.9
15-02-2024,18:00,20.4,78,16.5,0,1018.5,939.8,3.9
15-02-2024,19:00,19.8,79,16,0,1018.4,939.6,4.2
15-02-2024,20:00,19.3,80,15.7,0,1018,939.1,4.3
15-02-2024,21:00,18.8,82,15.6,0,1017.5,938.5,4.2
15-02-2024,22:00,18.4,82,15.3,0,1017.4,938.3,4.2
15-02-2024,23:00,18,82,14.9,0,1017.7,938.5,3.8
16-02-2024,00:00,17.7,78,13.8,0,1017.9,938.6,3.8
16-02-2024,01:00,17.5,77,13.5,0,1019,939.6,3.5
16-02-2024,02:00,17.8,75,13.3,0,1019.5,940.1,3.1
16-02-2024,03:00,19.5,69,13.6,0,1020.3,941.3,3.8
16-02-2024,04:00,21.7,60,13.6,0,1021,942.5,7.2
16-02-2024,05:00,23.9,54,14.1,0,1020.9,942.9,7.1
16-02-2024,06:00,25.4,53,15.2,0,1019.4,941.9,6.1
16-02-2024,07:00,26.7,52,16,0,1018.1,941,6.4
16-02-2024,08:00,27.2,51,16.2,0,1016.3,939.5,5.5
16-02-2024,09:00,27.2,52,16.5,0,1015.8,939,3.7
